date,min,max,mean,normal_min,normal_max
18840706,63,88,75.5,64,81.1
18840707,63,87,75,64.1,81.3
18840708,58,92,75,64.2,81.4
18840709,58,92,75,64.3,81.5
18840710,62,95,78.5,64.4,81.6
18840711,63,93,78,64.5,81.7
18840712,61,85,73,64.6,81.8
18840713,63,81,72,64.7,81.9
18840714,55,87,71,64.7,82
18840715,52,85,68.5,64.8,82.1
18840716,52,84,68,64.9,82.2
18840717,55,82,68.5,64.9,82.3
18840718,53,82,67.5,65,82.3
18840719,52,86,69,65,82.4
18840720,55,88,71.5,65.1,82.5
18840721,56,88,72,65.1,82.5
18840722,61,85,73,65.2,82.6
18840723,60,82,71,65.2,82.6
18840724,60,82,71,65.2,82.7
18840725,59,82,70.5,65.3,82.7
18840726,56,89,72.5,65.3,82.8
18840727,56,89,72.5,65.3,82.8
18840728,60,85,72.5,65.3,82.9
18840729,62,83,72.5,65.3,82.9
18840730,62,84,73,65.3,83
18840731,62,82,72,65.4,83
18840801,61,80,70.5,65.4,83.1
18840802,62,79,70.5,65.4,83.1
18840803,59,86,72.5,65.4,83.2
18840804,64,90,77,65.4,83.3
18840805,63,97,80,65.4,83.3
18840806,64,101,82.5,65.4,83.4
18840807,66,99,82.5,65.4,83.5
18840808,63,88,75.5,65.4,83.5
18840809,65,87,76,65.4,83.6
18840810,61,83,72,65.4,83.7
18840811,62,81,71.5,65.4,83.7
18840812,59,84,71.5,65.4,83.8
18840813,58,85,71.5,65.4,83.9
18840814,57,89,73,65.4,83.9
18840815,58,88,73,65.4,84
18840816,60,90,75,65.4,84.1
18840817,53,82,67.5,65.4,84.1
18840818,56,80,68,65.4,84.2
18840819,56,76,66,65.4,84.3
18840820,56,78,67,65.4,84.3
18840821,54,86,70,65.4,84.4
18840822,62,98,80,65.4,84.4
18840823,65,89,77,65.4,84.5
18840824,62,85,73.5,65.4,84.5
18840825,58,86,72,65.4,84.5
18840826,58,76,67,65.4,84.6
18840827,60,84,72,65.4,84.6
18840828,52,88,70,65.4,84.6
18840829,64,102,83,65.3,84.6
18840830,62,95,78.5,65.3,84.6
18840831,61,83,72,65.3,84.6
18840901,65,80,72.5,65.3,84.6
18840902,64,76,70,65.2,84.5
18840903,63,79,71,65.2,84.5
18840904,60,75,67.5,65.2,84.4
18840905,59,72,65.5,65.1,84.4
18840906,58,75,66.5,65.1,84.3
18840907,50,74,62,65,84.2
18840908,52,75,63.5,65,84.1
18840909,48,77,62.5,64.9,84
18840910,54,90,72,64.8,83.9
18840911,55,88,71.5,64.7,83.8
18840912,48,84,66,64.7,83.7
18840913,48,80,64,64.6,83.6
18840914,48,78,63,64.5,83.4
18840915,50,83,66.5,64.4,83.3
18840916,48,84,66,64.3,83.1
18840917,46,80,63,64.2,83
18840918,48,79,63.5,64.1,82.8
18840919,49,86,67.5,64,82.6
18840920,56,89,72.5,63.9,82.5
18840921,58,92,75,63.8,82.3
18840922,56,90,73,63.6,82.1
18840923,50,81,65.5,63.5,82
18840924,57,72,64.5,63.4,81.8
18840925,59,71,65,63.3,81.6
18840926,60,72,66,63.1,81.4
18840927,50,79,64.5,63,81.3
18840928,54,78,66,62.9,81.1
18840929,56,75,65.5,62.7,80.9
18840930,50,79,64.5,62.6,80.8
18841001,56,71,63.5,62.4,80.6
18841002,44,68,56,62.3,80.4
18841003,44,71,57.5,62.1,80.3
18841004,44,73,58.5,62,80.1
18841005,46,81,63.5,61.8,80
18841006,45,78,61.5,61.7,79.8
18841007,43,80,61.5,61.5,79.7
18841008,53,89,71,61.3,79.6
18841009,54,77,65.5,61.2,79.4
18841010,57,71,64,61,79.3
18841011,54,71,62.5,60.9,79.2
18841012,59,62,60.5,60.7,79.1
18841013,54,69,61.5,60.5,78.9
18841014,48,72,60,60.4,78.8
18841015,49,74,61.5,60.2,78.7
18841016,50,71,60.5,60,78.6
18841017,48,72,60,59.8,78.5
18841018,49,68,58.5,59.6,78.4
18841019,56,71,63.5,59.5,78.2
18841020,54,72,63,59.3,78.1
18841021,52,83,67.5,59.1,78
18841022,62,89,75.5,58.9,77.9
18841023,58,87,72.5,58.7,77.8
18841024,55,80,67.5,58.5,77.6
18841025,55,70,62.5,58.3,77.5
18841026,55,70,62.5,58.1,77.4
18841027,56,80,68,57.9,77.2
18841028,46,69,57.5,57.7,77.1
18841029,46,69,57.5,57.4,76.9
18841030,45,76,60.5,57.2,76.8
18841031,48,73,60.5,57,76.6
18841101,43,72,57.5,56.8,76.4
18841102,51,70,60.5,56.5,76.2
18841103,47,70,58.5,56.3,76
18841104,49,88,68.5,56,75.8
18841105,53,77,65,55.8,75.6
18841106,49,87,68,55.5,75.4
18841107,58,88,73,55.3,75.2
18841108,51,72,61.5,55,74.9
18841109,48,71,59.5,54.8,74.7
18841110,43,70,56.5,54.5,74.5
18841111,48,72,60,54.3,74.2
18841112,53,71,62,54,73.9
18841113,57,68,62.5,53.7,73.7
18841114,50,69,59.5,53.5,73.4
18841115,45,68,56.5,53.2,73.1
18841116,46,66,56,52.9,72.9
18841117,47,65,56,52.7,72.6
18841118,47,75,61,52.4,72.3
18841119,54,77,65.5,52.1,72
18841120,47,65,56,51.9,71.7
18841121,51,65,58,51.6,71.4
18841122,52,66,59,51.4,71.2
18841123,47,73,60,51.1,70.9
18841124,47,75,61,50.9,70.6
18841125,41,77,59,50.7,70.3
18841126,42,70,56,50.4,70.1
18841127,39,72,55.5,50.2,69.8
18841128,43,76,59.5,50,69.6
18841129,41,78,59.5,49.8,69.3
18841130,52,84,68,49.6,69.1
18841201,52,76,64,49.4,68.9
18841202,36,67,51.5,49.2,68.7
18841203,37,65,51,49.1,68.5
18841204,44,73,58.5,48.9,68.3
18841205,44,72,58,48.8,68.1
18841206,38,65,51.5,48.6,67.9
18841207,44,57,50.5,48.5,67.8
18841208,41,56,48.5,48.4,67.6
18841209,42,61,51.5,48.3,67.5
18841210,41,61,51,48.2,67.4
18841211,42,51,46.5,48.1,67.3
18841212,40,55,47.5,48,67.2
18841213,36,56,46,48,67.1
18841214,37,57,47,47.9,67
18841215,41,61,51,47.9,67
18841216,40,64,52,47.8,67
18841217,40,63,51.5,47.8,66.9
18841218,42,64,53,47.8,66.9
18841219,52,57,54.5,47.8,66.9
18841220,52,63,57.5,47.8,66.9
18841221,54,63,58.5,47.8,66.9
18841222,53,68,60.5,47.8,67
18841223,51,61,56,47.9,67
18841224,52,63,57.5,47.9,67
18841225,53,58,55.5,47.9,67.1
18841226,48,60,54,48,67.1
18841227,45,62,53.5,48,67.2
18841228,45,60,52.5,48,67.2
18841229,45,54,49.5,48.1,67.3
18841230,39,52,45.5,48.1,67.4
18841231,45,60,52.5,48.2,67.4
18850101,44,60,52,48.3,67.5
18850102,39,59,49,48.3,67.6
18850103,40,63,51.5,48.4,67.6
18850104,38,66,52,48.4,67.7
18850105,38,63,50.5,48.5,67.8
18850106,39,70,54.5,48.5,67.8
18850107,48,72,60,48.6,67.9
18850108,40,62,51,48.6,67.9
18850109,46,62,54,48.7,68
18850110,52,65,58.5,48.7,68
18850111,52,63,57.5,48.8,68.1
18850112,50,62,56,48.8,68.1
18850113,45,63,54,48.9,68.1
18850114,45,64,54.5,48.9,68.1
18850115,41,62,51.5,48.9,68.2
18850116,46,65,55.5,49,68.2
18850117,39,64,51.5,49,68.2
18850118,46,70,58,49,68.2
18850119,45,71,58,49.1,68.2
18850120,42,69,55.5,49.1,68.2
18850121,43,66,54.5,49.1,68.2
18850122,42,64,53,49.1,68.2
18850123,40,62,51,49.2,68.1
18850124,42,62,52,49.2,68.1
18850125,42,66,54,49.2,68.1
18850126,45,72,58.5,49.2,68.1
18850127,50,66,58,49.2,68.1
18850128,50,68,59,49.2,68
18850129,45,64,54.5,49.3,68
18850130,42,67,54.5,49.3,68
18850131,46,71,58.5,49.3,67.9
18850201,45,72,58.5,49.3,67.9
18850202,42,70,56,49.3,67.9
18850203,42,78,60,49.4,67.9
18850204,47,76,61.5,49.4,67.9
18850205,55,81,68,49.4,67.8
18850206,49,76,62.5,49.5,67.8
18850207,49,66,57.5,49.5,67.8
18850208,45,66,55.5,49.5,67.8
18850209,37,67,52,49.6,67.8
18850210,38,65,51.5,49.6,67.8
18850211,42,72,57,49.7,67.8
18850212,42,70,56,49.7,67.8
18850213,36,69,52.5,49.8,67.8
18850214,39,65,52,49.9,67.8
18850215,43,70,56.5,49.9,67.9
18850216,41,70,55.5,50,67.9
18850217,48,62,55,50.1,67.9
18850218,47,64,55.5,50.1,68
18850219,45,65,55,50.2,68
18850220,45,67,56,50.3,68.1
18850221,52,67,59.5,50.4,68.1
18850222,50,68,59,50.5,68.2
18850223,48,68,58,50.6,68.2
18850224,42,66,54,50.7,68.3
18850225,44,68,56,50.8,68.3
18850226,44,74,59,50.8,68.4
18850227,41,72,56.5,50.9,68.5
18850228,44,78,61,51,68.6
18850301,47,78,62.5,51.1,68.6
18850302,48,78,63,51.2,68.7
18850303,42,74,58,51.3,68.8
18850304,42,72,57,51.4,68.9
18850305,45,83,64,51.5,69
18850306,48,84,66,51.6,69
18850307,56,85,70.5,51.7,69.1
18850308,51,84,67.5,51.8,69.2
18850309,47,75,61,51.9,69.3
18850310,48,70,59,52,69.4
18850311,51,70,60.5,52.1,69.5
18850312,51,70,60.5,52.1,69.6
18850313,48,78,63,52.2,69.6
18850314,49,78,63.5,52.3,69.7
18850315,50,81,65.5,52.4,69.8
18850316,46,70,58,52.5,69.9
18850317,51,73,62,52.5,70
18850318,50,70,60,52.6,70.1
18850319,48,70,59,52.7,70.2
18850320,52,68,60,52.8,70.2
18850321,53,67,60,52.8,70.3
18850322,57,69,63,52.9,70.4
18850323,54,67,60.5,53,70.5
18850324,51,66,58.5,53,70.6
18850325,50,70,60,53.1,70.7
18850326,45,73,59,53.1,70.8
18850327,47,75,61,53.2,70.8
18850328,46,79,62.5,53.3,70.9
18850329,48,71,59.5,53.3,71
18850330,50,73,61.5,53.4,71.1
18850331,53,75,64,53.5,71.2
18850401,58,76,67,53.5,71.3
18850402,56,73,64.5,53.6,71.4
18850403,52,72,62,53.7,71.4
18850404,45,71,58,53.7,71.5
18850405,53,67,60,53.8,71.6
18850406,53,70,61.5,53.9,71.7
18850407,56,71,63.5,54,71.8
18850408,59,79,69,54,71.9
18850409,61,89,75,54.1,71.9
18850410,64,87,75.5,54.2,72
18850411,54,81,67.5,54.3,72.1
18850412,56,77,66.5,54.4,72.2
18850413,54,73,63.5,54.5,72.3
18850414,55,63,59,54.6,72.4
18850415,48,69,58.5,54.7,72.4
18850416,51,72,61.5,54.8,72.5
18850417,53,73,63,54.9,72.6
18850418,52,72,62,55,72.7
18850419,45,69,57,55.1,72.7
18850420,45,68,56.5,55.2,72.8
18850421,45,72,58.5,55.3,72.8
18850422,46,78,62,55.4,72.9
18850423,52,78,65,55.5,73
18850424,50,87,68.5,55.6,73
18850425,52,83,67.5,55.8,73.1
18850426,56,67,61.5,55.9,73.1
18850427,52,67,59.5,56,73.2
18850428,47,72,59.5,56.1,73.2
18850429,49,74,61.5,56.2,73.3
18850430,52,75,63.5,56.4,73.3
18850501,57,73,65,56.5,73.3
18850502,56,73,64.5,56.6,73.3
18850503,57,75,66,56.7,73.4
18850504,58,76,67,56.8,73.4
18850505,59,75,67,57,73.4
18850506,58,77,67.5,57.1,73.4
18850507,59,74,66.5,57.2,73.5
18850508,58,76,67,57.3,73.5
18850509,51,78,64.5,57.4,73.5
18850510,51,77,64,57.5,73.5
18850511,53,78,65.5,57.6,73.5
18850512,58,74,66,57.7,73.5
18850513,51,75,63,57.8,73.5
18850514,49,75,62,57.9,73.6
18850515,50,75,62.5,58,73.6
18850516,49,74,61.5,58.1,73.6
18850517,51,75,63,58.2,73.6
18850518,50,72,61,58.3,73.6
18850519,50,76,63,58.4,73.7
18850520,55,78,66.5,58.5,73.7
18850521,56,79,67.5,58.6,73.7
18850522,51,79,65,58.7,73.8
18850523,52,78,65,58.8,73.8
18850524,58,80,69,58.9,73.9
18850525,56,79,67.5,59,73.9
18850526,54,78,66,59.1,74
18850527,56,80,68,59.2,74.1
18850528,54,78,66,59.3,74.2
18850529,59,80,69.5,59.4,74.3
18850530,59,78,68.5,59.5,74.4
18850531,59,75,67,59.6,74.5
18850601,58,79,68.5,59.7,74.6
18850602,59,76,67.5,59.8,74.7
18850603,59,77,68,59.9,74.8
18850604,47,74,60.5,60,75
18850605,50,78,64,60.1,75.1
18850606,50,82,66,60.2,75.3
18850607,51,80,65.5,60.3,75.5
18850608,55,80,67.5,60.4,75.6
18850609,56,78,67,60.5,75.8
18850610,59,75,67,60.6,76
18850611,51,78,64.5,60.8,76.2
18850612,48,78,63,60.9,76.4
18850613,52,78,65,61,76.6
18850614,50,80,65,61.1,76.8
18850615,51,82,66.5,61.3,77
18850616,51,84,67.5,61.4,77.2
18850617,49,84,66.5,61.5,77.4
18850618,47,87,67,61.7,77.6
18850619,54,86,70,61.8,77.9
18850620,55,90,72.5,62,78.1
18850621,57,87,72,62.1,78.3
18850622,51,83,67,62.2,78.5
18850623,53,79,66,62.4,78.7
18850624,58,80,69,62.5,78.9
18850625,54,81,67.5,62.6,79.2
18850626,56,84,70,62.8,79.4
18850627,56,85,70.5,62.9,79.6
18850628,56,86,71,63.1,79.8
18850629,55,85,70,63.2,79.9
18850630,57,74,65.5,63.3,80.1
18850701,56,76,66,63.4,80.3
18850702,57,78,67.5,63.6,80.5
18850703,54,83,68.5,63.7,80.7
18850704,55,89,72,63.8,80.8
18850705,57,89,73,63.9,81
18850706,58,87,72.5,64,81.1
18850707,60,85,72.5,64.1,81.3
18850708,60,81,70.5,64.2,81.4
18850709,61,85,73,64.3,81.5
18850710,61,84,72.5,64.4,81.6
18850711,57,91,74,64.5,81.7
18850712,55,93,74,64.6,81.8
18850713,59,98,78.5,64.7,81.9
18850714,60,94,77,64.7,82
18850715,59,92,75.5,64.8,82.1
18850716,62,86,74,64.9,82.2
18850717,64,85,74.5,64.9,82.3
18850718,62,87,74.5,65,82.3
18850719,60,86,73,65,82.4
18850720,58,88,73,65.1,82.5
18850721,56,87,71.5,65.1,82.5
18850722,60,83,71.5,65.2,82.6
18850723,61,81,71,65.2,82.6
18850724,63,81,72,65.2,82.7
18850725,61,78,69.5,65.3,82.7
18850726,58,79,68.5,65.3,82.8
18850727,57,80,68.5,65.3,82.8
18850728,60,81,70.5,65.3,82.9
18850729,53,86,69.5,65.3,82.9
18850730,57,92,74.5,65.3,83
18850731,52,94,73,65.4,83
18850801,54,96,75,65.4,83.1
18850802,59,88,73.5,65.4,83.1
18850803,61,95,78,65.4,83.2
18850804,62,91,76.5,65.4,83.3
18850805,62,90,76,65.4,83.3
18850806,63,90,76.5,65.4,83.4
18850807,60,87,73.5,65.4,83.5
18850808,59,89,74,65.4,83.5
18850809,61,90,75.5,65.4,83.6
18850810,58,89,73.5,65.4,83.7
18850811,55,87,71,65.4,83.7
18850812,53,86,69.5,65.4,83.8
18850813,60,93,76.5,65.4,83.9
18850814,64,97,80.5,65.4,83.9
18850815,66,96,81,65.4,84
18850816,67,98,82.5,65.4,84.1
18850817,68,104,86,65.4,84.1
18850818,68,102,85,65.4,84.2
18850819,73,106,89.5,65.4,84.3
18850820,65,90,77.5,65.4,84.3
18850821,65,87,76,65.4,84.4
18850822,66,85,75.5,65.4,84.4
18850823,66,83,74.5,65.4,84.5
18850824,65,83,74,65.4,84.5
18850825,65,82,73.5,65.4,84.5
18850826,53,78,65.5,65.4,84.6
18850827,57,79,68,65.4,84.6
18850828,61,81,71,65.4,84.6
18850829,58,78,68,65.3,84.6
18850830,51,84,67.5,65.3,84.6
18850831,56,86,71,65.3,84.6
18850901,56,90,73,65.3,84.6
18850902,54,87,70.5,65.2,84.5
18850903,53,82,67.5,65.2,84.5
18850904,61,82,71.5,65.2,84.4
18850905,58,79,68.5,65.1,84.4
18850906,60,78,69,65.1,84.3
18850907,52,80,66,65,84.2
18850908,53,82,67.5,65,84.1
18850909,54,81,67.5,64.9,84
18850910,61,78,69.5,64.8,83.9
18850911,58,74,66,64.7,83.8
18850912,57,77,67,64.7,83.7
18850913,53,79,66,64.6,83.6
18850914,58,83,70.5,64.5,83.4
18850915,55,87,71,64.4,83.3
18850916,56,86,71,64.3,83.1
18850917,55,89,72,64.2,83
18850918,54,91,72.5,64.1,82.8
18850919,54,90,72,64,82.6
18850920,51,99,75,63.9,82.5
18850921,65,108,86.5,63.8,82.3
18850922,64,93,78.5,63.6,82.1
18850923,60,86,73,63.5,82
18850924,61,82,71.5,63.4,81.8
18850925,57,79,68,63.3,81.6
18850926,52,82,67,63.1,81.4
18850927,59,84,71.5,63,81.3
18850928,56,85,70.5,62.9,81.1
18850929,54,85,69.5,62.7,80.9
18850930,55,86,70.5,62.6,80.8
18851001,60,86,73,62.4,80.6
18851002,54,96,75,62.3,80.4
18851003,58,102,80,62.1,80.3
18851004,56,88,72,62,80.1
18851005,58,85,71.5,61.8,80
18851006,55,76,65.5,61.7,79.8
18851007,50,76,63,61.5,79.7
18851008,50,76,63,61.3,79.6
18851009,55,76,65.5,61.2,79.4
18851010,54,75,64.5,61,79.3
18851011,52,82,67,60.9,79.2
18851012,58,87,72.5,60.7,79.1
18851013,50,78,64,60.5,78.9
18851014,49,78,63.5,60.4,78.8
18851015,48,78,63,60.2,78.7
18851016,58,73,65.5,60,78.6
18851017,59,75,67,59.8,78.5
18851018,51,74,62.5,59.6,78.4
18851019,56,73,64.5,59.5,78.2
18851020,55,72,63.5,59.3,78.1
18851021,56,74,65,59.1,78
18851022,54,74,64,58.9,77.9
18851023,49,74,61.5,58.7,77.8
18851024,47,76,61.5,58.5,77.6
18851025,48,77,62.5,58.3,77.5
18851026,45,85,65,58.1,77.4
18851027,47,84,65.5,57.9,77.2
18851028,52,78,65,57.7,77.1
18851029,46,78,62,57.4,76.9
18851030,42,74,58,57.2,76.8
18851031,47,79,63,57,76.6
18851101,50,74,62,56.8,76.4
18851102,45,74,59.5,56.5,76.2
18851103,53,71,62,56.3,76
18851104,48,68,58,56,75.8
18851105,57,70,63.5,55.8,75.6
18851106,49,71,60,55.5,75.4
18851107,52,73,62.5,55.3,75.2
18851108,51,77,64,55,74.9
18851109,48,68,58,54.8,74.7
18851110,53,68,60.5,54.5,74.5
18851111,50,72,61,54.3,74.2
18851112,41,77,59,54,73.9
18851113,50,76,63,53.7,73.7
18851114,43,73,58,53.5,73.4
18851115,40,67,53.5,53.2,73.1
18851116,53,65,59,52.9,72.9
18851117,55,63,59,52.7,72.6
18851118,59,70,64.5,52.4,72.3
18851119,57,66,61.5,52.1,72
18851120,53,59,56,51.9,71.7
18851121,56,58,57,51.6,71.4
18851122,51,60,55.5,51.4,71.2
18851123,52,66,59,51.1,70.9
18851124,46,67,56.5,50.9,70.6
18851125,51,65,58,50.7,70.3
18851126,47,64,55.5,50.4,70.1
18851127,49,69,59,50.2,69.8
18851128,51,72,61.5,50,69.6
18851129,52,72,62,49.8,69.3
18851130,52,78,65,49.6,69.1
18851201,54,79,66.5,49.4,68.9
18851202,57,82,69.5,49.2,68.7
18851203,58,82,70,49.1,68.5
18851204,59,78,68.5,48.9,68.3
18851205,48,76,62,48.8,68.1
18851206,43,69,56,48.6,67.9
18851207,50,65,57.5,48.5,67.8
18851208,44,66,55,48.4,67.6
18851209,42,66,54,48.3,67.5
18851210,40,64,52,48.2,67.4
18851211,46,67,56.5,48.1,67.3
18851212,42,67,54.5,48,67.2
18851213,46,71,58.5,48,67.1
18851214,52,71,61.5,47.9,67
18851215,41,66,53.5,47.9,67
18851216,46,64,55,47.8,67
18851217,44,71,57.5,47.8,66.9
18851218,56,70,63,47.8,66.9
18851219,50,66,58,47.8,66.9
18851220,49,68,58.5,47.8,66.9
18851221,55,62,58.5,47.8,66.9
18851222,55,70,62.5,47.8,67
18851223,52,68,60,47.9,67
18851224,53,72,62.5,47.9,67
18851225,56,70,63,47.9,67.1
18851226,46,56,51,48,67.1
18851227,45,59,52,48,67.2
18851228,43,61,52,48,67.2
18851229,46,62,54,48.1,67.3
18851230,45,63,54,48.1,67.4
18851231,43,61,52,48.2,67.4
18860101,42,59,50.5,48.3,67.5
18860102,32,58,45,48.3,67.6
18860103,38,60,49,48.4,67.6
18860104,40,65,52.5,48.4,67.7
18860105,40,65,52.5,48.5,67.8
18860106,35,63,49,48.5,67.8
18860107,40,64,52,48.6,67.9
18860108,39,61,50,48.6,67.9
18860109,48,67,57.5,48.7,68
18860110,51,62,56.5,48.7,68
18860111,49,55,52,48.8,68.1
18860112,51,64,57.5,48.8,68.1
18860113,48,64,56,48.9,68.1
18860114,49,62,55.5,48.9,68.1
18860115,47,56,51.5,48.9,68.2
18860116,47,54,50.5,49,68.2
18860117,48,59,53.5,49,68.2
18860118,42,58,50,49,68.2
18860119,54,64,59,49.1,68.2
18860120,49,60,54.5,49.1,68.2
18860121,54,66,60,49.1,68.2
18860122,52,66,59,49.1,68.2
18860123,52,65,58.5,49.2,68.1
18860124,54,62,58,49.2,68.1
18860125,56,66,61,49.2,68.1
18860126,53,66,59.5,49.2,68.1
18860127,47,64,55.5,49.2,68.1
18860128,47,73,60,49.2,68
18860129,52,75,63.5,49.3,68
18860130,50,75,62.5,49.3,68
18860131,49,74,61.5,49.3,67.9
18860201,51,68,59.5,49.3,67.9
18860202,45,66,55.5,49.3,67.9
18860203,48,75,61.5,49.4,67.9
18860204,50,76,63,49.4,67.9
18860205,52,78,65,49.4,67.8
18860206,54,77,65.5,49.5,67.8
18860207,49,74,61.5,49.5,67.8
18860208,44,65,54.5,49.5,67.8
18860209,48,74,61,49.6,67.8
18860210,52,81,66.5,49.6,67.8
18860211,50,80,65,49.7,67.8
18860212,56,80,68,49.7,67.8
18860213,49,74,61.5,49.8,67.8
18860214,47,79,63,49.9,67.8
18860215,53,73,63,49.9,67.9
18860216,41,73,57,50,67.9
18860217,42,75,58.5,50.1,67.9
18860218,48,77,62.5,50.1,68
18860219,52,78,65,50.2,68
18860220,46,75,60.5,50.3,68.1
18860221,41,66,53.5,50.4,68.1
18860222,51,60,55.5,50.5,68.2
18860223,51,64,57.5,50.6,68.2
18860224,49,68,58.5,50.7,68.3
18860225,52,70,61,50.8,68.3
18860226,46,65,55.5,50.8,68.4
18860227,46,60,53,50.9,68.5
18860228,42,52,47,51,68.6
18860301,43,57,50,51.1,68.6
18860302,41,56,48.5,51.2,68.7
18860303,41,60,50.5,51.3,68.8
18860304,46,60,53,51.4,68.9
18860305,46,64,55,51.5,69
18860306,41,66,53.5,51.6,69
18860307,44,67,55.5,51.7,69.1
18860308,47,65,56,51.8,69.2
18860309,48,65,56.5,51.9,69.3
18860310,42,61,51.5,52,69.4
18860311,39,66,52.5,52.1,69.5
18860312,41,69,55,52.1,69.6
18860313,43,70,56.5,52.2,69.6
18860314,52,68,60,52.3,69.7
18860315,40,69,54.5,52.4,69.8
18860316,40,66,53,52.5,69.9
18860317,47,62,54.5,52.5,70
18860318,40,57,48.5,52.6,70.1
18860319,37,61,49,52.7,70.2
18860320,42,69,55.5,52.8,70.2
18860321,48,76,62,52.8,70.3
18860322,48,74,61,52.9,70.4
18860323,46,69,57.5,53,70.5
18860324,42,67,54.5,53,70.6
18860325,52,64,58,53.1,70.7
18860326,46,68,57,53.1,70.8
18860327,53,66,59.5,53.2,70.8
18860328,53,69,61,53.3,70.9
18860329,50,69,59.5,53.3,71
18860330,50,66,58,53.4,71.1
18860331,52,66,59,53.5,71.2
18860401,53,68,60.5,53.5,71.3
18860402,46,68,57,53.6,71.4
18860403,44,68,56,53.7,71.4
18860404,44,76,60,53.7,71.5
18860405,44,80,62,53.8,71.6
18860406,44,62,53,53.9,71.7
18860407,51,66,58.5,54,71.8
18860408,51,67,59,54,71.9
18860409,46,70,58,54.1,71.9
18860410,46,68,57,54.2,72
18860411,47,58,52.5,54.3,72.1
18860412,42,65,53.5,54.4,72.2
18860413,47,64,55.5,54.5,72.3
18860414,47,67,57,54.6,72.4
18860415,44,69,56.5,54.7,72.4
18860416,45,72,58.5,54.8,72.5
18860417,48,71,59.5,54.9,72.6
18860418,52,71,61.5,55,72.7
18860419,48,78,63,55.1,72.7
18860420,46,80,63,55.2,72.8
18860421,48,78,63,55.3,72.8
18860422,51,70,60.5,55.4,72.9
18860423,54,64,59,55.5,73
18860424,53,71,62,55.6,73
18860425,53,66,59.5,55.8,73.1
18860426,53,66,59.5,55.9,73.1
18860427,53,64,58.5,56,73.2
18860428,53,67,60,56.1,73.2
18860429,53,68,60.5,56.2,73.3
18860430,51,67,59,56.4,73.3
18860501,48,72,60,56.5,73.3
18860502,54,67,60.5,56.6,73.3
18860503,53,68,60.5,56.7,73.4
18860504,49,74,61.5,56.8,73.4
18860505,50,75,62.5,57,73.4
18860506,49,77,63,57.1,73.4
18860507,47,80,63.5,57.2,73.5
18860508,49,78,63.5,57.3,73.5
18860509,50,74,62,57.4,73.5
18860510,48,74,61,57.5,73.5
18860511,50,73,61.5,57.6,73.5
18860512,44,72,58,57.7,73.5
18860513,49,72,60.5,57.8,73.5
18860514,48,79,63.5,57.9,73.6
18860515,49,82,65.5,58,73.6
18860516,58,89,73.5,58.1,73.6
18860517,53,89,71,58.2,73.6
18860518,57,82,69.5,58.3,73.6
18860519,53,76,64.5,58.4,73.7
18860520,52,81,66.5,58.5,73.7
18860521,50,84,67,58.6,73.7
18860522,50,81,65.5,58.7,73.8
18860523,51,84,67.5,58.8,73.8
18860524,51,88,69.5,58.9,73.9
18860525,50,89,69.5,59,73.9
18860526,54,84,69,59.1,74
18860527,50,87,68.5,59.2,74.1
18860528,49,83,66,59.3,74.2
18860529,52,73,62.5,59.4,74.3
18860530,58,75,66.5,59.5,74.4
18860531,57,74,65.5,59.6,74.5
18860601,48,78,63,59.7,74.6
18860602,59,76,67.5,59.8,74.7
18860603,59,76,67.5,59.9,74.8
18860604,58,78,68,60,75
18860605,57,78,67.5,60.1,75.1
18860606,58,78,68,60.2,75.3
18860607,58,80,69,60.3,75.5
18860608,57,84,70.5,60.4,75.6
18860609,58,81,69.5,60.5,75.8
18860610,57,79,68,60.6,76
18860611,57,76,66.5,60.8,76.2
18860612,57,67,62,60.9,76.4
18860613,56,77,66.5,61,76.6
18860614,53,80,66.5,61.1,76.8
18860615,58,78,68,61.3,77
18860616,58,80,69,61.4,77.2
18860617,53,90,71.5,61.5,77.4
18860618,55,92,73.5,61.7,77.6
18860619,51,90,70.5,61.8,77.9
18860620,52,92,72,62,78.1
18860621,60,84,72,62.1,78.3
18860622,59,80,69.5,62.2,78.5
18860623,59,80,69.5,62.4,78.7
18860624,59,80,69.5,62.5,78.9
18860625,59,80,69.5,62.6,79.2
18860626,59,80,69.5,62.8,79.4
18860627,60,76,68,62.9,79.6
18860628,57,82,69.5,63.1,79.8
18860629,57,84,70.5,63.2,79.9
18860630,52,90,71,63.3,80.1
18860701,52,92,72,63.4,80.3
18860702,53,89,71,63.6,80.5
18860703,52,86,69,63.7,80.7
18860704,53,84,68.5,63.8,80.8
18860705,50,89,69.5,63.9,81
18860706,55,85,70,64,81.1
18860707,52,92,72,64.1,81.3
18860708,56,95,75.5,64.2,81.4
18860709,58,96,77,64.3,81.5
18860710,58,91,74.5,64.4,81.6
18860711,59,92,75.5,64.5,81.7
18860712,65,90,77.5,64.6,81.8
18860713,63,92,77.5,64.7,81.9
18860714,67,98,82.5,64.7,82
18860715,65,98,81.5,64.8,82.1
18860716,62,90,76,64.9,82.2
18860717,63,84,73.5,64.9,82.3
18860718,60,88,74,65,82.3
18860719,60,84,72,65,82.4
18860720,60,83,71.5,65.1,82.5
18860721,61,83,72,65.1,82.5
18860722,59,83,71,65.2,82.6
18860723,59,83,71,65.2,82.6
18860724,60,80,70,65.2,82.7
18860725,59,79,69,65.3,82.7
