date,min,max,mean,normal_min,normal_max
19451028,52,68,60,57.7,77.1
19451029,60,66,63,57.4,76.9
19451030,59,68,63.5,57.2,76.8
19451031,54,69,61.5,57,76.6
19451101,52,75,63.5,56.8,76.4
19451102,59,84,71.5,56.5,76.2
19451103,69,92,80.5,56.3,76
19451104,59,88,73.5,56,75.8
19451105,59,68,63.5,55.8,75.6
19451106,53,64,58.5,55.5,75.4
19451107,47,62,54.5,55.3,75.2
19451108,45,66,55.5,55,74.9
19451109,47,70,58.5,54.8,74.7
19451110,47,68,57.5,54.5,74.5
19451111,51,64,57.5,54.3,74.2
19451112,46,66,56,54,73.9
19451113,48,78,63,53.7,73.7
19451114,55,77,66,53.5,73.4
19451115,53,67,60,53.2,73.1
19451116,47,66,56.5,52.9,72.9
19451117,48,67,57.5,52.7,72.6
19451118,48,74,61,52.4,72.3
19451119,53,76,64.5,52.1,72
19451120,52,77,64.5,51.9,71.7
19451121,54,78,66,51.6,71.4
19451122,55,80,67.5,51.4,71.2
19451123,51,76,63.5,51.1,70.9
19451124,47,67,57,50.9,70.6
19451125,47,66,56.5,50.7,70.3
19451126,49,74,61.5,50.4,70.1
19451127,53,82,67.5,50.2,69.8
19451128,50,71,60.5,50,69.6
19451129,48,59,53.5,49.8,69.3
19451130,43,62,52.5,49.6,69.1
19451201,48,64,56,49.4,68.9
19451202,45,71,58,49.2,68.7
19451203,53,73,63,49.1,68.5
19451204,53,67,60,48.9,68.3
19451205,48,61,54.5,48.8,68.1
19451206,46,68,57,48.6,67.9
19451207,47,66,56.5,48.5,67.8
19451208,44,66,55,48.4,67.6
19451209,47,72,59.5,48.3,67.5
19451210,46,69,57.5,48.2,67.4
19451211,48,59,53.5,48.1,67.3
19451212,41,60,50.5,48,67.2
19451213,42,59,50.5,48,67.1
19451214,42,61,51.5,47.9,67
19451215,48,66,57,47.9,67
19451216,47,69,58,47.8,67
19451217,50,70,60,47.8,66.9
19451218,53,63,58,47.8,66.9
